视频标题,视频作者,网页链接,主题,播放量,点赞量,硬币量,收藏数
《崩坏：星穹铁道》银狼角色PV——「有点意思」,崩坏星穹铁道,https://b23.tv/BV15o4y1u7pH,手机游戏,4156969,342506,116264,71229
挑战在英国伦敦全程只说中文，他们居然...,中国BOY超级大猩猩,https://b23.tv/BV1Jc411V7Gc,出行,4250260,437896,97133,44524
长 辈 不 妙 曲,十五的月亮廿九圆,https://b23.tv/BV1qL411v7ew,演奏,1718979,233326,7676,50533
起猛了…高圆圆居然来吃了我的刀削面,巴黎小郭郭,https://b23.tv/BV1yo4y1E7iq,日常,3826628,358429,11822,22336
农村青年骑行亚欧大陆去冰岛，来到霍尔果斯，明天出发,徐云流浪中国,https://b23.tv/BV1QW4y1R7yb,出行,1397121,121896,88869,10124
高考助力摇,宇崎学妹想要摇,https://b23.tv/BV1KL411i7re,手势·网红舞,2126050,224865,42326,21309
所有大题？答题模板！高考语文？必胜高分！【学过石油的语文老师】,学过石油的语文老师,https://b23.tv/BV1oh4y1s7Lb,校园学习,2138442,185747,85603,111815
以后不发法律视频了，感谢大家,俏佳人xxx,https://b23.tv/BV1um4y1t7aC,社科·法律·心理,5513245,712708,33834,29662
极限8小时，我和橘子海拍了「夏日漱石」,小鹿Lawrence,https://b23.tv/BV1yz4y1q79f,数码,2004695,30397,17499,7260
自制看家机器人,手工耿,https://b23.tv/BV1wP411B7Zx,极客DIY,3401462,230063,48220,15761
26岁，是高中生,老番茄,https://b23.tv/BV1zs4y1e7Cn,搞笑,3134796,342232,55899,32941
马拉松在特警训练面前不值一提！,李炮炮儿,https://b23.tv/BV1so4y1M7hH,搞笑,2975075,371112,14612,15894
这杯咖啡谁舍得喝呀，不得先玩几个小时,江寻千,https://b23.tv/BV1614y1D7hP,美食制作,1689095,115836,12966,32626
《明日方舟》SideStory「空想花庭」活动宣传PV,明日方舟,https://b23.tv/BV1eN41117Pb,手机游戏,2244867,140679,45322,20488
《聪明墨菲特》,TheShy,https://b23.tv/BV1Jz4y1q7sG,电子竞技,2625879,192766,9958,7970
这玩意是怎么做到全国不统一的？？！,大碗拿铁,https://b23.tv/BV16k4y1W7R1,美食制作,3391414,115617,9199,12021
怎么用5块钱换来一只羊。看好了，我只教一遍。,疆域阿力木,https://b23.tv/BV1Ro4y1E7nP,三农,1825715,138397,1463,1468
我和数学学霸的差距（本视频取材于本人真实经历,papi酱,https://b23.tv/BV1rs4y1e72w,搞笑,2746199,283534,20416,16370
【2023高考】让你安心的最后一课！条件翻译+考点梳理+考试锦囊！,一数,https://b23.tv/BV1Nc41137sq,校园学习,1744423,140874,68059,80518
香港街唱戏腔《探窗》！世界各地的人前来围观,Vaniah维,https://b23.tv/BV19W4y1R7gH,音乐现场,1152510,88173,32418,12933
全世界只有中国人实现的“西瓜自由”！全靠这位奶奶！,橘右美美子,https://b23.tv/BV1oX4y1b7od,科学科普,2598431,332248,60053,31450
千万别脱离互联网太久,粤知一二,https://b23.tv/BV1qV4y1z7mZ,搞笑,3985991,351426,5314,26816
亚洲最大“高考工厂”到底长啥样？带你直击最真实的毛坦厂！,直男Talk,https://b23.tv/BV1PV4y1S7Hm,财经商业,603569,52994,2879,4666
90秒速通崩铁剧情【星穹铁道极速版】,吾心如一,https://b23.tv/BV1qh4y1s7dx,手机游戏,2507555,352464,53793,88943
洛天依&HoneyWorks| Ah~今天一定要传递爱意，好きなんです 【恋爱色魔法】,洛天依,https://b23.tv/BV1pX4y1a7Cd,VOCALOID·UTAU,648307,118643,25542,35064
一个班的学生委托我改造他们的班主任,良田田田,https://b23.tv/BV1To4y1T7SW,时尚潮流,1453959,206485,9105,8895
带海皇吃了3天炸鸡，瘦了5斤,叔贵,https://b23.tv/BV1kX4y1t7QJ,健身,2218034,196002,33002,29754
《国之美·“世界的中心 第一神山”冈仁波齐》,摄影家罗红,https://b23.tv/BV17V4y1U7Dt,出行,492676,52007,3068,9096
网红被堵戛纳门口，竟然和巩俐龚俊一起走红毯？,AHALOLO,https://b23.tv/BV1yz4y1i71G,时尚潮流,539310,32834,12477,2694
【阿猛】如果快乐就行！那这也算多巴胺穿搭吧......,怪力阿猛,https://b23.tv/BV13k4y1s7AD,穿搭,257266,22917,15892,2095
